St,fips,county,lat,long
NY,36123,Yates,42.638237,-77.104324
NC,37001,Alamance,36.041974,-79.399935
NC,37003,Alexander,35.920951,-81.177467
NC,37005,Alleghany,36.489356,-81.132299
NC,37007,Anson,34.974996,-80.109959
NC,37009,Ashe,36.436305,-81.49877
NC,37011,Avery,36.072894,-81.920363
NC,37013,Beaufort,35.482313,-76.842014
NC,37015,Bertie,36.06133,-76.962367
NC,37017,Bladen,34.591949,-78.539513
NC,37019,Brunswick,34.038708,-78.227688
NC,37021,Buncombe,35.609371,-82.530426
NC,37023,Burke,35.746182,-81.70618
NC,37025,Cabarrus,35.387845,-80.552868
NC,37027,Caldwell,35.957857,-81.530076
NC,37029,Camden,36.342344,-76.162488
NC,37031,Carteret,34.858313,-76.526967
NC,37033,Caswell,36.393097,-79.332546
NC,37035,Catawba,35.663182,-81.214151
NC,37037,Chatham,35.704994,-79.251454
NC,37039,Cherokee,35.136233,-84.061308
NC,37041,Chowan,36.127288,-76.60207
NC,37043,Clay,35.052997,-83.752264
NC,37045,Cleveland,35.33463,-81.557115
NC,37047,Columbus,34.260471,-78.636378
NC,37049,Craven,35.118179,-77.082541
NC,37051,Cumberland,35.050192,-78.828719
NC,37053,Currituck,36.372174,-75.941224
NC,37055,Dare,35.606269,-75.767536
NC,37057,Davidson,35.795123,-80.206525
NC,37059,Davie,35.929356,-80.542542
NC,37061,Duplin,34.934403,-77.933543
NC,37063,Durham,36.036589,-78.877919
NC,37065,Edgecombe,35.917055,-77.602655
NC,37067,Forsyth,36.131667,-80.257289
NC,37069,Franklin,36.088241,-78.28309
NC,37071,Gaston,35.293344,-81.177256
NC,37073,Gates,36.442135,-76.702355
NC,37075,Graham,35.348111,-83.830909
NC,37077,Granville,36.299884,-78.657634
NC,37079,Greene,35.481933,-77.681667
NC,37081,Guilford,36.079065,-79.788665
NC,37083,Halifax,36.251438,-77.644842
NC,37085,Harnett,35.368635,-78.87161
NC,37087,Haywood,35.557097,-82.972807
NC,37089,Henderson,35.336424,-82.479634
NC,37091,Hertford,36.363517,-76.981616
NC,37093,Hoke,35.017233,-79.241964
NC,37095,Hyde,35.408157,-76.153687
NC,37097,Iredell,35.806356,-80.874545
NC,37099,Jackson,35.286463,-83.130641
NC,37101,Johnston,35.513405,-78.367267
NC,37103,Jones,35.03216,-77.356443
NC,37105,Lee,35.476075,-79.17222
NC,37107,Lenoir,35.238062,-77.639023
NC,37109,Lincoln,35.487825,-81.225176
NC,37111,McDowell,35.682232,-82.048029
NC,37113,Macon,35.152959,-83.421901
NC,37115,Madison,35.86408,-82.712731
NC,37117,Martin,35.841059,-77.112867
NC,37119,Mecklenburg,35.246862,-80.833832
NC,37121,Mitchell,36.013102,-82.163554
NC,37123,Montgomery,35.338071,-79.904196
NC,37125,Moore,35.310163,-79.480664
NC,37127,Nash,35.965945,-77.987555
NC,37129,New Hanover,34.177466,-77.871378
NC,37131,Northampton,36.421774,-77.398352
NC,37133,Onslow,34.76346,-77.503297
NC,37135,Orange,36.062499,-79.119355
NC,37137,Pamlico,35.147462,-76.665069
NC,37139,Pasquotank,36.265276,-76.260355
NC,37141,Pender,34.512581,-77.888029
NC,37143,Perquimans,36.178261,-76.404269
NC,37145,Person,36.386387,-78.965471
NC,37147,Pitt,35.591065,-77.372404
NC,37149,Polk,35.278928,-82.167667
NC,37151,Randolph,35.709915,-79.806215
NC,37153,Richmond,35.001957,-79.747809
NC,37155,Robeson,34.63921,-79.100881
NC,37157,Rockingham,36.380927,-79.782889
NC,37159,Rowan,35.639218,-80.525344
NC,37161,Rutherford,35.402747,-81.919583
NC,37163,Sampson,34.990575,-78.371382
NC,37165,Scotland,34.840023,-79.477337
NC,37167,Stanly,35.310523,-80.254355
NC,37169,Stokes,36.404195,-80.239271
NC,37171,Surry,36.415416,-80.686463
NC,37173,Swain,35.568849,-83.465614
NC,37175,Transylvania,35.210095,-82.816696
NC,37177,Tyrrell,35.87042,-76.165345
NC,37179,Union,34.991501,-80.530131
NC,37181,Vance,36.365481,-78.405434
NC,37183,Wake,35.789846,-78.650624
NC,37185,Warren,36.397979,-78.099924
NC,37187,Washington,35.844589,-76.572334
NC,37189,Watauga,36.235371,-81.709919
NC,37191,Wayne,35.362741,-78.004826
NC,37193,Wilkes,36.209303,-81.165354
NC,37195,Wilson,35.704125,-77.918982
NC,37197,Yadkin,36.158765,-80.665164
NC,37199,Yancey,35.889504,-82.30398
ND,38001,Adams,46.096815,-102.533198
ND,38003,Barnes,46.94255,-98.070195
ND,38005,Benson,48.071738,-99.361987
ND,38007,Billings,47.009283,-103.364924
ND,38009,Bottineau,48.794412,-100.831257
ND,38011,Bowman,46.107807,-103.506586
ND,38013,Burke,48.786453,-102.520087
ND,38015,Burleigh,46.971843,-100.462001
ND,38017,Cass,46.927003,-97.252375
ND,38019,Cavalier,48.768439,-98.46379
ND,38021,Dickey,46.107756,-98.496518
ND,38023,Divide,48.818142,-103.497653
ND,38025,Dunn,47.35461,-102.612365
ND,38027,Eddy,47.723436,-98.900475
ND,38029,Emmons,46.284255,-100.237842
ND,38031,Foster,47.464327,-98.872817
ND,38033,Golden Valley,46.938924,-103.844612
ND,38035,Grand Forks,47.926003,-97.450851
ND,38037,Grant,46.357827,-101.639049
ND,38039,Griggs,47.463463,-98.232444
ND,38041,Hettinger,46.434939,-102.458385
ND,38043,Kidder,46.935385,-99.742727
ND,38045,LaMoure,46.464195,-98.526057
ND,38047,Logan,46.469278,-99.504585
ND,38049,McHenry,48.233842,-100.633267
ND,38051,McIntosh,46.117034,-99.443041
ND,38053,McKenzie,47.742475,-103.403215
ND,38055,McLean,47.653055,-101.421794
ND,38057,Mercer,47.303279,-101.820765
ND,38059,Morton,46.713789,-101.279743
ND,38061,Mountrail,48.210291,-102.364756
ND,38063,Nelson,47.918667,-98.204428
ND,38065,Oliver,47.118079,-101.33142
ND,38067,Pembina,48.766896,-97.545405
ND,38069,Pierce,48.238883,-99.966497
ND,38071,Ramsey,48.265551,-98.737329
ND,38073,Ransom,46.449276,-97.647554
ND,38075,Renville,48.712782,-101.658152
ND,38077,Richland,46.265219,-96.93796
ND,38079,Rolette,48.768272,-99.840463
ND,38081,Sargent,46.108206,-97.63003
ND,38083,Sheridan,47.581373,-100.341499
ND,38085,Sioux,46.109282,-101.047525
ND,38087,Slope,46.445834,-103.462462
ND,38089,Stark,46.817031,-102.662026
ND,38091,Steele,47.458288,-97.718895
ND,38093,Stutsman,46.971103,-98.957592
ND,38095,Towner,48.682183,-99.248158
ND,38097,Traill,47.446215,-97.164754
ND,38099,Walsh,48.376979,-97.72223
ND,38101,Ward,48.216686,-101.540537
ND,38103,Wells,47.580851,-99.671502
ND,38105,Williams,48.345867,-103.4874
OH,39001,Adams,38.841681,-83.474173
OH,39003,Allen,40.771528,-84.106546
OH,39005,Ashland,40.843274,-82.270121
OH,39007,Ashtabula,41.906644,-80.745641
OH,39009,Athens,39.333848,-82.046008
OH,39011,Auglaize,40.561309,-84.224018
OH,39013,Belmont,40.017682,-80.967727
OH,39015,Brown,38.931377,-83.866772
OH,39017,Butler,39.439915,-84.565397
OH,39019,Carroll,40.579884,-81.090787
OH,39021,Champaign,40.132759,-83.767543
OH,39023,Clark,39.917032,-83.783676
OH,39025,Clermont,39.052084,-84.149614
OH,39027,Clinton,39.414041,-83.814542
OH,39029,Columbiana,40.768462,-80.777231
OH,39031,Coshocton,40.29672,-81.930112
OH,39033,Crawford,40.848508,-82.924771
OH,39035,Cuyahoga,41.760392,-81.724217
OH,39037,Darke,40.132176,-84.620438
OH,39039,Defiance,41.321679,-84.486433
OH,39041,Delaware,40.278941,-83.007462
OH,39043,Erie,41.554006,-82.525897
OH,39045,Fairfield,39.752935,-82.628276
OH,39047,Fayette,39.553845,-83.459327
OH,39049,Franklin,39.969447,-83.008258
OH,39051,Fulton,41.597264,-84.124267
OH,39053,Gallia,38.817046,-82.301746
OH,39055,Geauga,41.499322,-81.173505
OH,39057,Greene,39.687479,-83.894894
OH,39059,Guernsey,40.056665,-81.497875
OH,39061,Hamilton,39.196927,-84.544187
OH,39063,Hancock,41.000471,-83.666034
OH,39065,Hardin,40.660415,-83.664077
OH,39067,Harrison,40.292318,-81.091565
OH,39069,Henry,41.335072,-84.065882
OH,39071,Highland,39.184488,-83.603668
OH,39073,Hocking,39.490343,-82.483445
OH,39075,Holmes,40.565309,-81.929869
OH,39077,Huron,41.14508,-82.594641
OH,39079,Jackson,39.013477,-82.614142
OH,39081,Jefferson,40.399188,-80.76141
OH,39083,Knox,40.40362,-82.422393
OH,39085,Lake,41.924116,-81.392643
OH,39087,Lawrence,38.603866,-82.517186
OH,39089,Licking,40.093609,-82.481251
OH,39091,Logan,40.387553,-83.766343
OH,39093,Lorain,41.438805,-82.179722
OH,39095,Lucas,41.682321,-83.468867
OH,39097,Madison,39.896607,-83.400885
OH,39099,Mahoning,41.01088,-80.770396
OH,39101,Marion,40.588208,-83.172927
OH,39103,Medina,41.116051,-81.899566
OH,39105,Meigs,39.089807,-82.028397
OH,39107,Mercer,40.535333,-84.632059
OH,39109,Miami,40.053326,-84.228414
OH,39111,Monroe,39.725969,-81.090658
OH,39113,Montgomery,39.755218,-84.290546
OH,39115,Morgan,39.624946,-81.861699
OH,39117,Morrow,40.525266,-82.797729
OH,39119,Muskingum,39.966046,-81.943506
OH,39121,Noble,39.767232,-81.452604
OH,39123,Ottawa,41.544467,-83.009253
OH,39125,Paulding,41.119141,-84.576967
OH,39127,Perry,39.743187,-82.237953
OH,39129,Pickaway,39.648947,-83.052827
OH,39131,Pike,39.071365,-83.052921
OH,39133,Portage,41.16864,-81.196932
OH,39135,Preble,39.737906,-84.645358
OH,39137,Putnam,41.024533,-84.129879
OH,39139,Richland,40.774167,-82.542715
OH,39141,Ross,39.323763,-83.059585
OH,39143,Sandusky,41.355291,-83.142735
OH,39145,Scioto,38.815019,-82.999028
OH,39147,Seneca,41.120008,-83.127436
OH,39149,Shelby,40.33668,-84.204143
OH,39151,Stark,40.814131,-81.365667
OH,39153,Summit,41.121851,-81.534936
OH,39155,Trumbull,41.308936,-80.767656
OH,39157,Tuscarawas,40.447441,-81.471157
OH,39159,Union,40.295901,-83.367042
OH,39161,Van Wert,40.85552,-84.585775
OH,39163,Vinton,39.252014,-82.485961
OH,39165,Warren,39.425652,-84.169906
OH,39167,Washington,39.450684,-81.490653
OH,39169,Wayne,40.829661,-81.887194
OH,39171,Williams,41.564958,-84.584323
OH,39173,Wood,41.360183,-83.622682
OH,39175,Wyandot,40.840122,-83.313172
OK,40001,Adair,35.8975,-94.651671
OK,40003,Alfalfa,36.729703,-98.323445
OK,40005,Atoka,34.374813,-96.034705
OK,40007,Beaver,36.748334,-100.483056
OK,40009,Beckham,35.273945,-99.671638
OK,40011,Blaine,35.877782,-98.428934
OK,40013,Bryan,33.964004,-96.264137
OK,40015,Caddo,35.16792,-98.381045
OK,40017,Canadian,35.543416,-97.979836
OK,40019,Carter,34.251848,-97.287927
OK,40021,Cherokee,35.904367,-94.996796
OK,40023,Choctaw,34.027645,-95.554208
OK,40025,Cimarron,36.755276,-102.508735
OK,40027,Cleveland,35.203117,-97.328332
OK,40029,Coal,34.582861,-96.288039
OK,40031,Comanche,34.662628,-98.476597
OK,40033,Cotton,34.290676,-98.373438
OK,40035,Craig,36.76389,-95.201553
OK,40037,Creek,35.907732,-96.379793
OK,40039,Custer,35.645601,-98.997386
OK,40041,Delaware,36.393369,-94.808206
OK,40043,Dewey,35.978433,-99.014094
OK,40045,Ellis,36.224258,-99.750139
OK,40047,Garfield,36.378273,-97.787729
OK,40049,Garvin,34.70935,-97.312723
OK,40051,Grady,35.021058,-97.88689
OK,40053,Grant,36.788254,-97.788151
OK,40055,Greer,34.935263,-99.552968
OK,40057,Harmon,34.745971,-99.844194
OK,40059,Harper,36.800456,-99.662842
OK,40061,Haskell,35.232294,-95.109578
OK,40063,Hughes,35.052934,-96.251183
OK,40065,Jackson,34.593949,-99.41221
OK,40067,Jefferson,34.105092,-97.838814
OK,40069,Johnston,34.313455,-96.654255
OK,40071,Kay,36.814842,-97.143755
OK,40073,Kingfisher,35.949431,-97.934568
OK,40075,Kiowa,34.921489,-98.981617
OK,40077,Latimer,34.875137,-95.272263
OK,40079,Le Flore,34.899642,-94.703491
OK,40081,Lincoln,35.703118,-96.881392
OK,40083,Logan,35.914151,-97.450764
OK,40085,Love,33.957775,-97.245124
OK,40087,McClain,35.016414,-97.449811
OK,40089,McCurtain,34.117073,-94.766086
OK,40091,McIntosh,35.369092,-95.671764
OK,40093,Major,36.313119,-98.542015
OK,40095,Marshall,34.027007,-96.770533
OK,40097,Mayes,36.303804,-95.235638
OK,40099,Murray,34.485766,-97.071557
OK,40101,Muskogee,35.617551,-95.383911
OK,40103,Noble,36.384901,-97.236335
OK,40105,Nowata,36.789615,-95.613312
OK,40107,Okfuskee,35.466804,-96.327762
OK,40109,Oklahoma,35.554611,-97.409401
OK,40111,Okmulgee,35.646879,-95.96458
OK,40113,Osage,36.62468,-96.408385
OK,40115,Ottawa,36.835764,-94.802681
OK,40117,Pawnee,36.313704,-96.696669
OK,40119,Payne,36.079225,-96.975255
OK,40121,Pittsburg,34.92554,-95.74813
OK,40123,Pontotoc,34.721071,-96.692738
OK,40125,Pottawatomie,35.211393,-96.957007
OK,40127,Pushmataha,34.377896,-95.408085
OK,40129,Roger Mills,35.708554,-99.741572
OK,40131,Rogers,36.378082,-95.601337
OK,40133,Seminole,35.158366,-96.602858
OK,40135,Sequoyah,35.502435,-94.750757
OK,40137,Stephens,34.481361,-97.855607
OK,40139,Texas,36.741964,-101.488434
OK,40141,Tillman,34.371085,-98.931701
OK,40143,Tulsa,36.120121,-95.941731
OK,40145,Wagoner,35.963479,-95.5141
OK,40147,Washington,36.70438,-95.906155
OK,40149,Washita,35.290177,-98.991962
OK,40151,Woods,36.765141,-98.868967
OK,40153,Woodward,36.425619,-99.273661
OR,41001,Baker,44.703427,-117.691933
OR,41003,Benton,44.490623,-123.426317
OR,41005,Clackamas,45.160493,-122.195127
OR,41007,Clatsop,46.024509,-123.705014
OR,41009,Columbia,45.941932,-123.081079
OR,41011,Coos,43.184193,-124.092557
OR,41013,Crook,44.163054,-120.371585
OR,41015,Curry,42.466671,-124.211407
OR,41017,Deschutes,43.915118,-121.225575
OR,41019,Douglas,43.285904,-123.15438
OR,41021,Gilliam,45.381666,-120.211851
OR,41023,Grant,44.496326,-119.014057
OR,41025,Harney,43.064355,-118.985949
OR,41027,Hood River,45.511775,-121.655976
OR,41029,Jackson,42.411782,-122.675797
OR,41031,Jefferson,44.64379,-121.183021
OR,41033,Josephine,42.385382,-123.597245
OR,41035,Klamath,42.683761,-121.646168
OR,41037,Lake,42.788401,-120.38979
OR,41039,Lane,43.928276,-122.897678
OR,41041,Lincoln,44.641076,-123.911183
OR,41043,Linn,44.494824,-122.543756
OR,41045,Malheur,43.1877,-117.603976
OR,41047,Marion,44.900898,-122.57626
OR,41049,Morrow,45.425496,-119.602311
OR,41051,Multnomah,45.547693,-122.417173
OR,41053,Polk,44.904395,-123.397329
OR,41055,Sherman,45.399216,-120.678512
OR,41057,Tillamook,45.455743,-123.759327
OR,41059,Umatilla,45.5912,-118.73388
OR,41061,Union,45.304047,-117.999136
OR,41063,Wallowa,45.593753,-117.18558
OR,41065,Wasco,45.164536,-121.165069
OR,41067,Washington,45.553542,-123.097615
OR,41069,Wheeler,44.736411,-120.026875
OR,41071,Yamhill,45.248138,-123.316117
PA,42001,Adams,39.869471,-77.21773
PA,42003,Allegheny,40.46892,-79.98092
PA,42005,Armstrong,40.812379,-79.464128
PA,42007,Beaver,40.68414,-80.350721
PA,42009,Bedford,39.997115,-78.48998
PA,42011,Berks,40.413957,-75.92686
PA,42013,Blair,40.497926,-78.31064
PA,42015,Bradford,41.791495,-76.502124
PA,42017,Bucks,40.336887,-75.10706
PA,42019,Butler,40.913834,-79.91896
PA,42021,Cambria,40.494127,-78.715284
PA,42023,Cameron,41.438289,-78.198315
PA,42025,Carbon,40.917833,-75.709428
PA,42027,Centre,40.90916,-77.84783
PA,42029,Chester,39.973965,-75.749732
PA,42031,Clarion,41.198239,-79.420404
PA,42033,Clearfield,41.000249,-78.473749
PA,42035,Clinton,41.245301,-77.649141
PA,42037,Columbia,41.045517,-76.40426
PA,42039,Crawford,41.68684,-80.107811
PA,42041,Cumberland,40.164782,-77.26344
PA,42043,Dauphin,40.412565,-76.792634
PA,42045,Delaware,39.91667,-75.398786
PA,42047,Elk,41.427334,-78.653938
PA,42049,Erie,42.117952,-80.096386
PA,42051,Fayette,39.914115,-79.644586
PA,42053,Forest,41.513304,-79.249705
PA,42055,Franklin,39.926686,-77.724485
PA,42057,Fulton,39.910751,-78.122617
PA,42059,Greene,39.848983,-80.225694
PA,42061,Huntingdon,40.422321,-77.968584
PA,42063,Indiana,40.651432,-79.087545
PA,42065,Jefferson,41.130287,-78.999044
PA,42067,Juniata,40.530673,-77.400438
PA,42069,Lackawanna,41.44025,-75.609587
PA,42071,Lancaster,40.041992,-76.250198
PA,42073,Lawrence,40.992735,-80.334446
PA,42075,Lebanon,40.367344,-76.458009
PA,42077,Lehigh,40.614241,-75.590627
PA,42079,Luzerne,41.172787,-75.976035
PA,42081,Lycoming,41.343624,-77.055253
PA,42083,McKean,41.81459,-78.572463
PA,42085,Mercer,41.300014,-80.252786
PA,42087,Mifflin,40.61189,-77.620661
PA,42089,Monroe,41.056233,-75.329037
PA,42091,Montgomery,40.209999,-75.370201
PA,42093,Montour,41.029261,-76.665259
PA,42095,Northampton,40.752791,-75.307447
PA,42097,Northumberland,40.851524,-76.709877
PA,42099,Perry,40.39778,-77.266328
PA,42101,Philadelphia,40.009376,-75.133346
PA,42103,Pike,41.325949,-75.031514
PA,42105,Potter,41.748222,-77.894735
PA,42107,Schuylkill,40.70369,-76.2178
PA,42109,Snyder,40.755348,-77.072954
PA,42111,Somerset,39.981297,-79.028486
PA,42113,Sullivan,41.43979,-76.511525
PA,42115,Susquehanna,41.819665,-75.800969
PA,42117,Tioga,41.766859,-77.257288
PA,42119,Union,40.962179,-77.055475
PA,42121,Venango,41.40198,-79.754418
PA,42123,Warren,41.843669,-79.313173
PA,42125,Washington,40.200005,-80.252132
PA,42127,Wayne,41.646589,-75.292485
PA,42129,Westmoreland,40.311068,-79.466688
PA,42131,Wyoming,41.525137,-76.00878
PA,42133,York,39.921839,-76.728446
RI,44001,Bristol [6],41.705271,-71.285053
RI,44003,Kent [6],41.67775,-71.576314
RI,44005,Newport [6],41.502732,-71.284063
RI,44007,Providence [6],41.870488,-71.578242
RI,44009,Washington [6],41.401162,-71.617612
SC,45001,Abbeville,34.213809,-82.46046
SC,45003,Aiken,33.549317,-81.63387
SC,45005,Allendale,32.979784,-81.363421
SC,45007,Anderson,34.519549,-82.638086
SC,45009,Bamberg,33.203021,-81.053161
SC,45011,Barnwell,33.26068,-81.433753
SC,45013,Beaufort,32.358147,-80.68932
SC,45015,Berkeley,33.2077,-79.953655
SC,45017,Calhoun,33.67478,-80.780347
SC,45019,Charleston,32.800458,-79.94248
SC,45021,Cherokee,35.049796,-81.607647
SC,45023,Chester,34.689345,-81.161249
SC,45025,Chesterfield,34.637018,-80.159227
SC,45027,Clarendon,33.664682,-80.217889
SC,45029,Colleton,32.83498,-80.655345
SC,45031,Darlington,34.332185,-79.962116
SC,45033,Dillon,34.390172,-79.374964
SC,45035,Dorchester,33.082186,-80.404697
SC,45037,Edgefield,33.776498,-81.968245
SC,45039,Fairfield,34.395669,-81.127001
SC,45041,Florence,34.028535,-79.710233
SC,45043,Georgetown,33.41753,-79.300812
SC,45045,Greenville,34.892645,-82.372077
SC,45047,Greenwood,34.155796,-82.127876
SC,45049,Hampton,32.778323,-81.143362
SC,45051,Horry,33.909269,-78.976675
SC,45053,Jasper,32.43059,-81.021627
SC,45055,Kershaw,34.338356,-80.590885
SC,45057,Lancaster,34.686818,-80.703689
SC,45059,Laurens,34.483477,-82.005657
SC,45061,Lee,34.15864,-80.251209
SC,45063,Lexington,33.892554,-81.272853
SC,45065,McCormick,33.897605,-82.316192
SC,45067,Marion,34.080701,-79.362131
SC,45069,Marlboro,34.601805,-79.677942
SC,45071,Newberry,34.28973,-81.600053
SC,45073,Oconee,34.748759,-83.061522
SC,45075,Orangeburg,33.436135,-80.802913
SC,45077,Pickens,34.887362,-82.725368
SC,45079,Richland,34.029783,-80.896566
SC,45081,Saluda,34.005278,-81.727903
SC,45083,Spartanburg,34.933239,-81.991053
SC,45085,Sumter,33.916046,-80.382472
SC,45087,Union,34.690514,-81.615831
SC,45089,Williamsburg,33.626463,-79.716475
SC,45091,York,34.97019,-81.183189
SD,46003,Aurora,43.724719,-98.577587
SD,46005,Beadle,44.418265,-98.279422
SD,46007,Bennett,43.184826,-101.676426
SD,46009,Bon Homme,42.986031,-97.885613
SD,46011,Brookings,44.376675,-96.797797
SD,46013,Brown,45.589254,-98.352175
SD,46015,Brule,43.72988,-99.092941
SD,46017,Buffalo,44.044306,-99.203998
SD,46019,Butte,44.896435,-103.501762
SD,46021,Campbell,45.782241,-100.027951
SD,46023,Charles Mix,43.206185,-98.595143
SD,46025,Clark,44.855211,-97.724912
SD,46027,Clay,42.912997,-96.979795
SD,46029,Codington,44.966324,-97.198843
SD,46031,Corson,45.69834,-101.176017
SD,46033,Custer,43.684943,-103.46225
SD,46035,Davison,43.680439,-98.155868
SD,46037,Day,45.362283,-97.593734
SD,46039,Deuel,44.75629,-96.690239
SD,46041,Dewey,45.150005,-100.852218
SD,46043,Douglas,43.391506,-98.358433
SD,46045,Edmunds,45.41168,-99.205362
SD,46047,Fall River,43.221504,-103.512102
SD,46049,Faulk,45.065476,-99.153564
SD,46051,Grant,45.172637,-96.772261
SD,46053,Gregory,43.179094,-99.202158
SD,46055,Haakon,44.284312,-101.59179
SD,46057,Hamlin,44.680619,-97.178598
SD,46059,Hand,44.546713,-99.004575
SD,46061,Hanson,43.680612,-97.796845
SD,46063,Harding,45.596612,-103.473867
SD,46065,Hughes,44.392258,-99.985846
SD,46067,Hutchinson,43.33671,-97.749383
SD,46069,Hyde,44.537301,-99.492148
SD,46071,Jackson,43.677294,-101.626455
SD,46073,Jerauld,44.063416,-98.623188
SD,46075,Jones,43.95199,-100.686139
SD,46077,Kingsbury,44.362969,-97.499313
SD,46079,Lake,44.02845,-97.123223
SD,46081,Lawrence,44.353669,-103.796528
SD,46083,Lincoln,43.27942,-96.722286
SD,46085,Lyman,43.894812,-99.841925
SD,46087,McCook,43.678924,-97.362036
SD,46089,McPherson,45.784249,-99.211421
SD,46091,Marshall,45.737054,-97.580884
SD,46093,Meade,44.606792,-102.715864
SD,46095,Mellette,43.58493,-100.760598
SD,46097,Miner,44.017327,-97.60979
SD,46099,Minnehaha,43.667472,-96.795726
SD,46101,Moody,44.012429,-96.676054
SD,46103,Pennington,44.002349,-102.823802
SD,46105,Perkins,45.483387,-102.467995
SD,46107,Potter,45.064276,-99.949631
SD,46109,Roberts,45.623397,-96.947551
SD,46111,Sanborn,44.021032,-98.092105
SD,46113,Shannon [11],43.341937,-102.55948
SD,46115,Spink,44.931034,-98.339644
SD,46117,Stanley,44.415547,-100.749163
SD,46119,Sully,44.722325,-100.131399
SD,46121,Todd [12],43.208172,-100.717204
SD,46123,Tripp,43.349729,-99.876219
SD,46125,Turner,43.30867,-97.150185
SD,46127,Union,42.831106,-96.650829
SD,46129,Walworth,45.427605,-100.027856
SD,46135,Yankton,43.006607,-97.388339
SD,46137,Ziebach,44.981666,-101.669225
TN,47001,Anderson,36.116731,-84.195418
TN,47003,Bedford,35.51366,-86.458294
TN,47005,Benton,36.069253,-88.071212
TN,47007,Bledsoe,35.593668,-85.205979
TN,47009,Blount,35.688185,-83.922973
TN,47011,Bradley,35.153914,-84.859414
TN,47013,Campbell,36.401592,-84.15925
TN,47015,Cannon,35.808394,-86.062404
TN,47017,Carroll,35.967896,-88.451659
TN,47019,Carter,36.284744,-82.126593
TN,47021,Cheatham,36.25518,-87.100816
TN,47023,Chester,35.416639,-88.605505
TN,47025,Claiborne,36.501557,-83.660724
TN,47027,Clay,36.545765,-85.545718
TN,47029,Cocke,35.916198,-83.119223
TN,47031,Coffee,35.488759,-86.078219
TN,47033,Crockett,35.811312,-89.135349
TN,47035,Cumberland,35.952398,-84.994761
TN,47037,Davidson,36.169129,-86.78479
TN,47039,Decatur,35.603422,-88.107384
TN,47041,DeKalb,35.98222,-85.833596
TN,47043,Dickson,36.145533,-87.364155
TN,47045,Dyer,36.054196,-89.398306
TN,47047,Fayette,35.196993,-89.413803
TN,47049,Fentress,36.376079,-84.932703
TN,47051,Franklin,35.155926,-86.099203
TN,47053,Gibson,35.991694,-88.933776
TN,47055,Giles,35.202723,-87.035319
TN,47057,Grainger,36.277463,-83.509493
TN,47059,Greene,36.178998,-82.847746
TN,47061,Grundy,35.387273,-85.722188
TN,47063,Hamblen,36.218397,-83.266071
TN,47065,Hamilton,35.159186,-85.202296
TN,47067,Hancock,36.52142,-83.227453
TN,47069,Hardeman,35.218131,-88.989037
TN,47071,Hardin,35.201893,-88.185696
TN,47073,Hawkins,36.452206,-82.931386
TN,47075,Haywood,35.58669,-89.282536
TN,47077,Henderson,35.653995,-88.387674
TN,47079,Henry,36.325398,-88.300384
TN,47081,Hickman,35.802396,-87.467114
TN,47083,Houston,36.285777,-87.705605
TN,47085,Humphreys,36.04044,-87.790625
TN,47087,Jackson,36.354242,-85.674182
TN,47089,Jefferson,36.048479,-83.440966
TN,47091,Johnson,36.453204,-81.861237
TN,47093,Knox,35.992727,-83.937721
TN,47095,Lake,36.333905,-89.485537
TN,47097,Lauderdale,35.762951,-89.627732
TN,47099,Lawrence,35.220476,-87.396546
TN,47101,Lewis,35.523244,-87.496983
TN,47103,Lincoln,35.142532,-86.593388
TN,47105,Loudon,35.73745,-84.316204
TN,47107,McMinn,35.424471,-84.619963
TN,47109,McNairy,35.175626,-88.564671
TN,47111,Macon,36.537838,-86.001231
TN,47113,Madison,35.606056,-88.833424
TN,47115,Marion,35.133422,-85.618399
TN,47117,Marshall,35.468387,-86.765886
TN,47119,Maury,35.615696,-87.077763
TN,47121,Meigs,35.503397,-84.823888
TN,47123,Monroe,35.447666,-84.249786
TN,47125,Montgomery,36.500354,-87.380887
TN,47127,Moore,35.288889,-86.358684
TN,47129,Morgan,36.138697,-84.639262
TN,47131,Obion,36.358175,-89.150175
TN,47133,Overton,36.34485,-85.283076
TN,47135,Perry,35.659785,-87.877027
TN,47137,Pickett,36.559364,-85.075741
TN,47139,Polk,35.109437,-84.541112
TN,47141,Putnam,36.140807,-85.496928
TN,47143,Rhea,35.600587,-84.949552
TN,47145,Roane,35.847472,-84.523861
TN,47147,Robertson,36.52753,-86.869377
TN,47149,Rutherford,35.843369,-86.417213
TN,47151,Scott,36.437239,-84.498386
TN,47153,Sequatchie,35.372335,-85.410344
TN,47155,Sevier,35.791284,-83.521955
TN,47157,Shelby,35.183794,-89.895397
TN,47159,Smith,36.25565,-85.942078
TN,47161,Stewart,36.511756,-87.851548
TN,47163,Sullivan,36.510212,-82.299397
TN,47165,Sumner,36.470015,-86.458517
TN,47167,Tipton,35.500297,-89.763708
TN,47169,Trousdale,36.39303,-86.156691
TN,47171,Unicoi,36.100215,-82.418245
TN,47173,Union,36.28414,-83.836088
TN,47175,Van Buren,35.699245,-85.458411
TN,47177,Warren,35.678282,-85.777363
TN,47179,Washington,36.295665,-82.495037
TN,47181,Wayne,35.242687,-87.819703
TN,47183,Weakley,36.303523,-88.720785
TN,47185,White,35.927062,-85.455766
TN,47187,Williamson,35.894972,-86.896958
TN,47189,Wilson,36.148476,-86.29021
TX,48001,Anderson,31.841266,-95.661744
